Supplier,Supplier_Lot,Part_No,VIN
SUP-01,LOT-4882,781-ABC,DAU***********GYZ
SUP-02,LOT-6646,141-ABC,L7R***********0SK
SUP-02,LOT-5217,694-GHI,D6H***********U39
SUP-01,LOT-4630,955-ABC,UAX***********FZC
SUP-02,LOT-2282,118-DEF,JU9***********35W
SUP-01,LOT-8378,890-JKL,KW3***********KZ7
SUP-01,LOT-9140,461-ABC,UX6***********97K
SUP-09,LOT-8320,835-ABC,K3J***********MHF
SUP-09,LOT-1027,506-JKL,NZ7***********D7E
SUP-01,LOT-6928,659-GHI,XRL***********HD1
SUP-01,LOT-5620,465-ABC,3ZC***********E96
SUP-01,LOT-8932,752-GHI,UTV***********9KX
SUP-09,LOT-5772,815-ABC,7F2***********4NT
SUP-09,LOT-9265,952-DEF,D7H***********WXT
SUP-02,LOT-7148,134-ABC,P18***********Y7M
SUP-09,LOT-5482,107-ABC,F94***********Y2J
SUP-09,LOT-4739,849-JKL,HMP***********X9H
SUP-01,LOT-1794,785-DEF,LNA***********ZWZ
SUP-09,LOT-2623,719-JKL,5VC***********95P
SUP-09,LOT-8349,381-GHI,5VX***********6PG
SUP-09,LOT-1155,909-DEF,R41***********B3A
SUP-09,LOT-3187,444-GHI,W2T***********AEB
SUP-02,LOT-6389,917-ABC,KV8***********RJ4
SUP-02,LOT-5594,757-JKL,273***********4T2
SUP-01,LOT-1046,326-ABC,3ZW***********1ST
SUP-01,LOT-6938,352-DEF,MB0***********H5E
SUP-01,LOT-4658,812-JKL,JPN***********65E
SUP-02,LOT-8572,383-JKL,43J***********BHJ
SUP-02,LOT-7690,229-ABC,3HF***********95P
SUP-02,LOT-1487,654-ABC,28H***********EV1
SUP-02,LOT-1556,784-ABC,3VK***********PCM
SUP-09,LOT-8508,682-DEF,NK3***********UEB
SUP-02,LOT-7224,223-JKL,K1A***********9A9
SUP-01,LOT-3185,678-DEF,4J1***********K5V
SUP-01,LOT-4961,859-DEF,3M6***********LXH
SUP-02,LOT-8143,914-ABC,U1R***********1HZ
SUP-09,LOT-7063,946-ABC,Y3N***********AES
SUP-09,LOT-6790,821-GHI,9HC***********A4L
SUP-09,LOT-2674,271-GHI,EKV***********Y94
SUP-09,LOT-1748,621-ABC,ATV***********TMV
SUP-01,LOT-6354,678-DEF,LYC***********G56
SUP-02,LOT-2142,691-ABC,514***********S7A
SUP-01,LOT-3303,786-JKL,NNX***********1J7
SUP-01,LOT-1722,512-JKL,CVH***********7FX
SUP-09,LOT-8864,966-DEF,83F***********EX7
SUP-01,LOT-9259,670-JKL,E20***********JRF
SUP-01,LOT-7427,105-GHI,CMA***********927
SUP-09,LOT-8524,693-GHI,HMC***********ZGW
SUP-09,LOT-3010,533-DEF,WEF***********622
SUP-09,LOT-6399,355-DEF,LF1***********7F8
SUP-01,LOT-3458,725-GHI,ADK***********FPM
SUP-09,LOT-2385,816-GHI,2CA***********V5B
SUP-02,LOT-9885,272-GHI,VKM***********CBZ
SUP-01,LOT-2780,102-GHI,PKD***********5VG
SUP-09,LOT-7658,634-GHI,ZA3***********0JY
SUP-02,LOT-5939,649-ABC,EZT***********01N
SUP-02,LOT-8982,518-JKL,030***********X0M
SUP-09,LOT-1896,138-ABC,XVU***********E9C
SUP-09,LOT-6561,972-DEF,CB0***********ZYD
SUP-01,LOT-8682,942-GHI,5PD***********ABR
SUP-09,LOT-8978,167-DEF,PZJ***********423
SUP-01,LOT-3808,492-DEF,U4J***********K7L
SUP-02,LOT-7438,852-ABC,6W9***********CW7
SUP-02,LOT-8196,361-GHI,BWT***********CK7
SUP-01,LOT-8703,341-ABC,PFJ***********3UM
SUP-01,LOT-1909,391-DEF,7P4***********MAD
SUP-02,LOT-9526,721-JKL,X8U***********91H
SUP-02,LOT-9881,189-ABC,B44***********2HJ
SUP-09,LOT-6673,411-DEF,SE7***********6MX
SUP-02,LOT-6613,784-DEF,8Y4***********APS
SUP-01,LOT-7495,862-JKL,L5U***********JL5
SUP-01,LOT-4224,781-ABC,8KC***********FW9
SUP-01,LOT-5906,277-JKL,CT1***********PBX
SUP-02,LOT-9217,778-JKL,U0L***********AAV
SUP-09,LOT-9250,964-ABC,AH4***********N3C
SUP-02,LOT-9560,410-DEF,RN2***********41V
SUP-01,LOT-8868,453-GHI,NMZ***********WC0
SUP-09,LOT-5309,235-GHI,JA8***********38E
SUP-09,LOT-7413,622-JKL,YW0***********6Z1
SUP-01,LOT-3254,841-ABC,UG4***********H10
SUP-01,LOT-1440,911-ABC,NGA***********ZGU
SUP-01,LOT-1417,184-JKL,STD***********CB6
SUP-09,LOT-3178,229-GHI,208***********08K
SUP-02,LOT-8087,175-JKL,N23***********T6Y
SUP-01,LOT-3259,615-DEF,2ZB***********WFW
SUP-09,LOT-4785,702-ABC,4P0***********PWG
SUP-09,LOT-8764,960-GHI,EAY***********KML
SUP-09,LOT-4087,998-JKL,SGH***********1XF
SUP-01,LOT-2610,609-ABC,XA9***********YVY
SUP-02,LOT-8215,923-GHI,7BF***********36L
SUP-09,LOT-9195,162-ABC,DV0***********834
SUP-09,LOT-9617,906-DEF,VVA***********UDR
SUP-02,LOT-7267,886-JKL,NMU***********SGW
SUP-09,LOT-2570,224-JKL,2A9***********PXZ
SUP-01,LOT-1177,105-DEF,88G***********T9W
SUP-02,LOT-6830,186-GHI,W79***********6VL
SUP-01,LOT-9264,265-GHI,E1R***********D65
SUP-02,LOT-5256,280-ABC,AFW***********TEB
SUP-02,LOT-8755,686-DEF,MPM***********J6G
SUP-09,LOT-3365,703-JKL,WLH***********MKL
SUP-02,LOT-9181,925-JKL,5J8***********MW7
SUP-01,LOT-3916,167-JKL,WJG***********BK4
SUP-09,LOT-9752,979-GHI,0PP***********RE5
SUP-02,LOT-9183,938-GHI,H7E***********SGB
SUP-09,LOT-1021,814-JKL,R5N***********JK9
SUP-02,LOT-5425,333-DEF,B9D***********ZAT
SUP-01,LOT-8731,359-DEF,H1E***********5JX
SUP-01,LOT-5608,603-JKL,CFY***********7M8
SUP-09,LOT-7295,394-GHI,ZB7***********LNM
SUP-02,LOT-6505,482-ABC,WB9***********84L
SUP-02,LOT-5749,201-DEF,MGV***********ND4
SUP-02,LOT-7616,969-JKL,4RB***********Z1V
SUP-09,LOT-3799,579-GHI,CTE***********62Y
SUP-01,LOT-9098,240-DEF,BKX***********KDA
SUP-09,LOT-7400,661-JKL,YC6***********7SX
SUP-09,LOT-3586,853-ABC,BCR***********FD5
SUP-01,LOT-2605,171-ABC,WFU***********C8G
SUP-01,LOT-9230,351-JKL,T2G***********TMH
SUP-02,LOT-9241,444-ABC,0A8***********18S
SUP-02,LOT-9035,549-DEF,8GL***********JNL
SUP-01,LOT-6453,141-JKL,ELA***********52T
SUP-01,LOT-3797,684-ABC,W8C***********M1X
SUP-01,LOT-1827,356-GHI,VD0***********1P0
SUP-02,LOT-4156,170-GHI,2JM***********SD0
SUP-02,LOT-2080,478-GHI,S1D***********NGD
SUP-01,LOT-5042,880-GHI,L75***********M4T
SUP-01,LOT-3781,740-ABC,JHH***********R5S
SUP-02,LOT-5092,733-JKL,YGH***********WHG
SUP-02,LOT-7386,243-JKL,K1X***********CCG
SUP-02,LOT-1598,825-GHI,XAL***********LJ0
SUP-02,LOT-7247,575-GHI,Z8H***********GYD
SUP-02,LOT-5562,713-JKL,LYE***********3NS
SUP-01,LOT-7955,130-ABC,VDL***********GRK
SUP-01,LOT-2837,225-JKL,E1U***********9UR
SUP-01,LOT-8056,133-JKL,3GZ***********WJK
SUP-09,LOT-1646,119-GHI,TJY***********CL1
SUP-09,LOT-4643,652-ABC,V3S***********V09
SUP-02,LOT-7483,357-ABC,EW9***********XP6
SUP-02,LOT-4948,609-GHI,3S5***********5YX
SUP-02,LOT-8652,664-ABC,4W3***********L31
SUP-02,LOT-8561,537-DEF,5EN***********9JM
SUP-01,LOT-2308,869-GHI,XA4***********100
SUP-01,LOT-4159,820-JKL,0ES***********5NF
SUP-09,LOT-5731,291-DEF,887***********RY6
SUP-09,LOT-5049,986-DEF,GUB***********ZFY
SUP-09,LOT-2208,505-ABC,A1H***********7XX
SUP-01,LOT-6084,809-JKL,V9U***********3RM
SUP-01,LOT-1802,151-JKL,R7F***********ER6
SUP-02,LOT-6904,350-ABC,NLU***********H96
SUP-01,LOT-5836,459-JKL,4YN***********6KJ
SUP-02,LOT-6213,642-JKL,RF7***********YAC
SUP-09,LOT-3297,173-GHI,WKE***********0EW
SUP-01,LOT-6508,126-JKL,G9E***********HJP
SUP-02,LOT-1490,934-JKL,X3G***********PSW
SUP-01,LOT-6522,728-DEF,NDZ***********W81
SUP-01,LOT-1144,470-ABC,VVE***********7LJ
SUP-01,LOT-2326,834-ABC,JMD***********S5A
SUP-01,LOT-9704,922-GHI,8P1***********FEC
SUP-01,LOT-6583,129-DEF,MZR***********DPD
SUP-09,LOT-8741,187-ABC,JNH***********DDT
SUP-01,LOT-6090,751-DEF,AHW***********4BM
SUP-01,LOT-7575,346-DEF,AU4***********4XJ
SUP-09,LOT-2470,345-JKL,V2D***********JJT
SUP-09,LOT-7076,819-ABC,9CD***********JA4
SUP-09,LOT-8307,970-GHI,SB1***********885
SUP-09,LOT-4754,749-DEF,KT6***********3LU
SUP-09,LOT-2879,412-DEF,LY0***********PG3
SUP-01,LOT-8149,466-DEF,YGZ***********MX9
SUP-09,LOT-9397,559-DEF,KXC***********GPU
SUP-01,LOT-7461,374-ABC,FM5***********6NJ
SUP-02,LOT-6705,455-DEF,CN1***********M5J
SUP-02,LOT-8878,560-ABC,K0E***********J8V
SUP-01,LOT-1968,178-DEF,Y59***********MSB
SUP-02,LOT-1275,525-JKL,6TF***********FJP
SUP-09,LOT-6761,972-ABC,P6U***********R8G
SUP-01,LOT-7125,784-JKL,8JM***********L70
SUP-02,LOT-8060,775-DEF,45L***********AKM
SUP-01,LOT-5686,122-GHI,L6B***********LH5
SUP-02,LOT-3283,790-JKL,YG4***********Y37
SUP-09,LOT-4050,599-JKL,1BG***********H7G
SUP-09,LOT-3971,416-JKL,85U***********93T
SUP-09,LOT-7783,512-GHI,KWB***********7ZW
SUP-09,LOT-7921,332-JKL,BS7***********CEU
SUP-02,LOT-8904,790-ABC,8LD***********V6V
SUP-02,LOT-3391,224-ABC,CEV***********UNE
SUP-02,LOT-4643,492-JKL,2T4***********3Z2
SUP-09,LOT-7492,520-ABC,UBN***********3WL
SUP-02,LOT-5697,618-JKL,MFK***********G4G
SUP-09,LOT-7145,533-ABC,BP9***********0F6
SUP-02,LOT-5281,797-JKL,5U0***********W2X
SUP-09,LOT-6553,415-GHI,AW5***********MER
SUP-02,LOT-2793,696-GHI,NYA***********7MY
SUP-09,LOT-2301,984-JKL,G4S***********02C
SUP-02,LOT-3363,553-DEF,UFH***********D4G
SUP-02,LOT-2222,932-GHI,Z84***********SJ6
SUP-01,LOT-3839,275-ABC,WWM***********R2W
SUP-09,LOT-7547,825-DEF,W1C***********YWZ
SUP-01,LOT-6227,201-JKL,5HX***********23C
SUP-09,LOT-9372,595-DEF,JR8***********ZUS
SUP-02,LOT-5497,830-GHI,27Z***********2AY
SUP-02,LOT-6492,433-ABC,PSM***********4N5
SUP-01,LOT-3388,507-ABC,YA2***********5YV
SUP-01,LOT-7812,800-ABC,4H4***********RZC
SUP-01,LOT-8025,459-DEF,WMX***********155
SUP-09,LOT-8693,654-JKL,XV6***********6C7
SUP-01,LOT-6979,166-JKL,R9M***********8RX
SUP-09,LOT-9160,457-DEF,A23***********U8V
SUP-09,LOT-1277,105-JKL,GTF***********LMZ
SUP-09,LOT-4849,475-DEF,PLS***********6VN
SUP-02,LOT-7522,106-GHI,559***********D23
SUP-09,LOT-9748,355-GHI,DKU***********CGG
SUP-02,LOT-1580,475-JKL,F12***********A5U
SUP-09,LOT-6934,638-DEF,X6C***********EZD
SUP-09,LOT-3553,981-GHI,PGJ***********M52
SUP-02,LOT-8139,722-JKL,WG7***********YUE
SUP-02,LOT-6765,604-DEF,KDD***********NPC
SUP-02,LOT-5002,208-JKL,YV6***********FEF
SUP-09,LOT-1102,133-ABC,VP6***********29K
SUP-02,LOT-1469,740-JKL,S3M***********B7E
SUP-02,LOT-7262,240-JKL,RD6***********TC9
SUP-02,LOT-4473,125-ABC,6HM***********E92
SUP-01,LOT-8218,203-DEF,ZBV***********3PS
SUP-09,LOT-3849,378-JKL,17J***********BWS
SUP-02,LOT-5427,202-GHI,FWK***********E1P
SUP-01,LOT-9692,732-GHI,ZBC***********DKT
SUP-09,LOT-5789,810-JKL,CXD***********V5N
SUP-09,LOT-2669,789-ABC,VM0***********DMB
SUP-01,LOT-5218,617-DEF,00N***********SN8
SUP-01,LOT-1090,918-ABC,DKF***********ZWP
SUP-09,LOT-1450,852-GHI,DC3***********B5S
SUP-02,LOT-1405,632-DEF,YRF***********FKN
SUP-01,LOT-4843,938-JKL,FEE***********PUF
SUP-02,LOT-4372,467-DEF,0AX***********13Y
SUP-01,LOT-5741,588-GHI,E7P***********YF9
SUP-02,LOT-4584,614-DEF,CB7***********B8F
SUP-02,LOT-4442,346-JKL,YMB***********0B2
SUP-09,LOT-8152,144-DEF,R9S***********8FK
SUP-02,LOT-7590,548-GHI,2B3***********LRE
SUP-02,LOT-2213,615-DEF,0FT***********07L
SUP-09,LOT-4519,646-ABC,BC8***********AXY
SUP-02,LOT-9538,379-ABC,XL0***********PKZ
SUP-01,LOT-1341,761-GHI,0WV***********P60
SUP-09,LOT-3588,897-DEF,9L5***********BWN
SUP-09,LOT-4483,714-JKL,XJ0***********33X
SUP-01,LOT-4880,283-DEF,3BX***********XG1
SUP-09,LOT-7420,651-DEF,J05***********ZRK
SUP-09,LOT-6383,552-ABC,6EM***********2XX
SUP-01,LOT-6564,473-ABC,64X***********3N8
SUP-01,LOT-2606,330-GHI,333***********FA3
SUP-09,LOT-4209,555-GHI,GYF***********NDB
SUP-02,LOT-8575,396-JKL,UR6***********XWV
SUP-09,LOT-8028,330-GHI,4YK***********7A0
SUP-09,LOT-3279,871-JKL,3KD***********FR1
SUP-09,LOT-5822,888-ABC,U2W***********FHE
SUP-09,LOT-6139,869-DEF,K59***********F54
SUP-02,LOT-3310,907-JKL,8E2***********DWN
SUP-09,LOT-9443,409-JKL,713***********BTZ
SUP-09,LOT-8738,223-ABC,NDP***********NXL
SUP-01,LOT-8429,537-JKL,GZK***********LXY
SUP-01,LOT-4095,352-DEF,ZAC***********E80
SUP-02,LOT-2904,702-ABC,502***********0TX
SUP-02,LOT-8035,924-ABC,GL2***********ZA1
SUP-01,LOT-5798,783-GHI,4T9***********NFV
SUP-02,LOT-3683,314-JKL,NY2***********9PN
SUP-02,LOT-2425,274-DEF,DFX***********KJX
SUP-02,LOT-8926,584-GHI,PEZ***********ZA5
SUP-01,LOT-3683,846-ABC,AFS***********0N8
SUP-01,LOT-9186,967-GHI,ZAB***********GG5
SUP-01,LOT-8630,516-JKL,WXN***********GZM
SUP-01,LOT-1717,383-JKL,D7T***********1HU
SUP-02,LOT-8323,560-DEF,6UJ***********9FK
SUP-02,LOT-1526,121-ABC,SJL***********4G3
SUP-01,LOT-5377,110-ABC,ELZ***********LDZ
SUP-09,LOT-6638,524-GHI,P61***********8MH
SUP-02,LOT-8301,716-DEF,9GR***********LCT
SUP-09,LOT-4070,778-GHI,RVU***********C9M
SUP-09,LOT-2633,675-GHI,FFG***********ZZL
SUP-01,LOT-8288,333-JKL,H1H***********4FP
SUP-01,LOT-9268,205-ABC,BRZ***********X8E
SUP-02,LOT-6138,548-GHI,FS9***********LTA
SUP-01,LOT-2306,336-DEF,FU9***********LPB
SUP-02,LOT-3145,986-GHI,H3M***********U6L
SUP-02,LOT-1127,197-GHI,SHK***********YK5
SUP-02,LOT-5043,961-GHI,DVN***********M9X
SUP-09,LOT-1737,518-DEF,5DU***********PJV
SUP-02,LOT-7972,474-JKL,L2E***********7FR
SUP-02,LOT-5562,619-JKL,3JB***********FZ3
SUP-02,LOT-2010,670-JKL,2P3***********HP9
SUP-09,LOT-1863,965-DEF,KXG***********ZB0
SUP-01,LOT-1879,740-GHI,TUX***********137
SUP-02,LOT-9567,118-ABC,BRV***********13M
SUP-09,LOT-2462,615-GHI,D18***********NHS
SUP-02,LOT-5578,353-JKL,6SS***********D1L
SUP-01,LOT-4290,709-ABC,SMY***********3Z5
SUP-09,LOT-2538,156-JKL,DZB***********MZJ
SUP-09,LOT-2837,517-ABC,VF0***********A9S
SUP-01,LOT-6694,642-GHI,GVH***********Y2F
SUP-02,LOT-5309,120-ABC,8SF***********8BX
SUP-09,LOT-6893,943-ABC,ET0***********CTY
SUP-02,LOT-8654,817-JKL,5A0***********CYU
SUP-02,LOT-6321,270-DEF,JAK***********9Z3
SUP-02,LOT-3908,165-ABC,WJW***********GDT
SUP-09,LOT-9077,210-DEF,M2B***********RCW
SUP-09,LOT-9636,411-DEF,8F3***********6E2
SUP-02,LOT-1861,680-GHI,TEM***********M86
SUP-09,LOT-5198,298-ABC,MFX***********DEC
SUP-02,LOT-6999,549-ABC,6Y5***********0NY
SUP-02,LOT-1052,564-GHI,VC5***********YFG
SUP-02,LOT-5226,796-DEF,UWZ***********AD9
SUP-02,LOT-1018,539-GHI,C87***********S0D
SUP-01,LOT-6160,990-GHI,RWR***********MGJ
SUP-01,LOT-3401,667-JKL,AEV***********JC4
SUP-09,LOT-8622,423-ABC,1FN***********5B2
SUP-01,LOT-6692,860-DEF,EM4***********R90
SUP-09,LOT-1169,286-ABC,UXC***********DAS
SUP-09,LOT-8815,694-ABC,9RX***********HS6
SUP-09,LOT-5598,574-GHI,DLF***********K1V
SUP-09,LOT-3813,158-GHI,522***********1NN
SUP-01,LOT-5103,896-ABC,HGL***********D83
SUP-02,LOT-8277,876-ABC,T0P***********ES8
SUP-01,LOT-5857,278-JKL,Z1S***********L0C
SUP-09,LOT-8077,957-DEF,CVK***********MTU
SUP-02,LOT-4342,698-GHI,BF5***********FHE
SUP-02,LOT-8171,994-GHI,8CK***********DG5
SUP-02,LOT-5662,608-JKL,4KV***********SJU
SUP-09,LOT-2543,347-DEF,E3B***********ZL0
SUP-01,LOT-1972,719-JKL,G6M***********UVW
SUP-09,LOT-3159,469-JKL,S4B***********GEU
SUP-09,LOT-1950,605-GHI,MHK***********J6U
SUP-02,LOT-2304,423-DEF,UDK***********3B6
SUP-02,LOT-8283,811-ABC,M0F***********MTZ
SUP-01,LOT-7505,915-GHI,ZK3***********48Z
SUP-09,LOT-2415,496-JKL,UXZ***********W5R
SUP-09,LOT-4003,229-DEF,KZT***********MLF
SUP-01,LOT-1800,610-GHI,WVF***********Y68
SUP-09,LOT-5309,199-GHI,LDL***********JEA
SUP-02,LOT-3718,261-JKL,3T1***********NLD
SUP-01,LOT-9717,154-GHI,KGS***********GJT
SUP-09,LOT-9143,139-GHI,F56***********PKV
SUP-02,LOT-1824,739-DEF,ZF7***********3BN
SUP-09,LOT-7199,445-DEF,ZYV***********DF8
SUP-09,LOT-6844,205-DEF,VRT***********GWJ
SUP-09,LOT-9899,193-ABC,U6P***********73K
SUP-01,LOT-5471,277-ABC,1YE***********AWP
SUP-01,LOT-6456,208-ABC,KGK***********TJH
SUP-02,LOT-3498,782-DEF,CV3***********A5R
SUP-01,LOT-2119,428-ABC,5SC***********96A
SUP-01,LOT-2850,427-JKL,ES2***********4T9
SUP-01,LOT-3921,161-JKL,MBM***********8TT
SUP-01,LOT-8266,257-DEF,R2K***********R7K
SUP-02,LOT-7590,238-JKL,BN2***********F0U
SUP-01,LOT-7688,670-GHI,SCX***********DE4
SUP-02,LOT-7407,714-DEF,03C***********PEL
SUP-02,LOT-3081,741-ABC,75G***********3EM
SUP-01,LOT-9782,479-DEF,GH1***********K0P
SUP-02,LOT-2401,857-DEF,Y9P***********CSN
SUP-02,LOT-7152,614-GHI,KZE***********GYD
SUP-01,LOT-8881,760-JKL,WAY***********C4Z
SUP-02,LOT-9848,302-ABC,NF6***********D23
SUP-09,LOT-6235,453-GHI,06D***********SE0
SUP-01,LOT-9661,912-ABC,TUF***********47P
SUP-01,LOT-6317,120-JKL,ZRK***********1L6
SUP-01,LOT-5847,252-GHI,26N***********AMU
SUP-09,LOT-9241,825-DEF,7L6***********ZYA
SUP-09,LOT-2697,460-DEF,JXP***********2ML
SUP-02,LOT-3137,277-GHI,ZPU***********Z3S
SUP-02,LOT-2266,784-JKL,E0G***********PS0
SUP-01,LOT-7357,202-JKL,KPG***********FM9
SUP-09,LOT-9329,756-ABC,NHA***********9F7
SUP-01,LOT-3765,213-JKL,BCH***********C10
SUP-02,LOT-5222,408-ABC,2KS***********03B
SUP-01,LOT-9388,375-GHI,VCF***********1PT
SUP-02,LOT-4386,886-ABC,MNP***********RD1
SUP-02,LOT-1657,727-JKL,34S***********46N
SUP-09,LOT-5759,333-GHI,ZNR***********9FS
SUP-09,LOT-7057,218-JKL,61L***********1LA
SUP-09,LOT-4864,524-DEF,U0Y***********07F
SUP-01,LOT-8832,762-JKL,YVX***********H8C
SUP-01,LOT-4625,881-ABC,FUA***********RST
SUP-02,LOT-6643,249-GHI,7RZ***********WCT
SUP-01,LOT-7098,256-DEF,ZMJ***********B76
SUP-02,LOT-8123,541-DEF,N0D***********PES
SUP-01,LOT-4291,429-ABC,VEF***********W96
SUP-01,LOT-1006,853-JKL,KWZ***********GZR
SUP-01,LOT-8906,728-JKL,0FG***********71Z
SUP-01,LOT-6047,608-DEF,UXZ***********AXY
SUP-02,LOT-1057,479-DEF,1RC***********V0L
SUP-01,LOT-1632,355-GHI,ZPC***********9NJ
SUP-01,LOT-4202,609-ABC,ET3***********AH2
SUP-01,LOT-7156,858-ABC,FX5***********DGV
SUP-01,LOT-4344,103-GHI,FYF***********NRK
SUP-02,LOT-9658,745-JKL,WYA***********HJN
SUP-09,LOT-6391,233-DEF,5FY***********9YA
SUP-02,LOT-7931,468-DEF,ACN***********105
SUP-01,LOT-9044,814-DEF,444***********GEU
SUP-09,LOT-9431,635-DEF,1B1***********D4G
SUP-01,LOT-9630,917-DEF,E3R***********8PF
SUP-02,LOT-9186,389-JKL,3X6***********PP4
SUP-09,LOT-1347,123-GHI,938***********PE5
SUP-01,LOT-8406,234-ABC,K13***********J0F
SUP-09,LOT-4862,768-GHI,U7C***********XJW
SUP-02,LOT-8855,903-DEF,40C***********LYS
SUP-02,LOT-3312,861-ABC,C3B***********DRS
SUP-09,LOT-3130,808-GHI,04X***********DKA
SUP-09,LOT-5406,788-GHI,H6X***********SWD
SUP-02,LOT-9386,677-JKL,HKT***********KFM
SUP-09,LOT-6341,660-JKL,K88***********GGU
SUP-01,LOT-9685,269-DEF,L3Y***********AT1
SUP-09,LOT-3880,396-ABC,AMP***********X9V
SUP-02,LOT-6519,440-JKL,U9R***********GE1
SUP-01,LOT-3346,930-DEF,9PP***********A4V
SUP-02,LOT-6785,243-JKL,4MY***********HW6
SUP-02,LOT-7433,821-DEF,NE5***********YFL
SUP-09,LOT-8851,354-GHI,5XG***********BED
SUP-02,LOT-5666,752-GHI,S6E***********68R
SUP-09,LOT-1241,918-JKL,GRX***********RK2
SUP-01,LOT-6823,970-GHI,J7S***********P8R
SUP-01,LOT-5315,920-DEF,SH1***********8CH
SUP-02,LOT-9257,972-GHI,ZX5***********G4N
SUP-01,LOT-8377,733-ABC,3F6***********N6X
SUP-09,LOT-8301,832-GHI,HHC***********F12
SUP-02,LOT-2461,323-ABC,0KY***********90G
SUP-01,LOT-8229,615-GHI,K0T***********B1D
SUP-01,LOT-7946,679-JKL,NTE***********M4F
SUP-02,LOT-6417,713-ABC,AH3***********3C3
SUP-02,LOT-4251,268-JKL,FLS***********AYP
SUP-09,LOT-2341,345-DEF,SKS***********GDM
SUP-01,LOT-9262,603-GHI,90D***********T9E
SUP-09,LOT-7616,525-ABC,0TA***********RN2
SUP-09,LOT-9549,327-GHI,A67***********3MG
SUP-09,LOT-4431,903-DEF,17M***********997
SUP-09,LOT-9980,365-ABC,CS5***********R99
SUP-01,LOT-4918,219-GHI,LHL***********RC6
SUP-09,LOT-5741,983-DEF,HKU***********JDR
SUP-01,LOT-8560,365-GHI,DET***********C8V
SUP-01,LOT-9430,545-JKL,FVG***********LNW
SUP-02,LOT-4880,660-DEF,DS8***********1YX
SUP-02,LOT-6052,505-ABC,7VB***********68G
SUP-02,LOT-3411,871-GHI,WEX***********7ML
SUP-02,LOT-3283,580-ABC,UHM***********W7P
SUP-02,LOT-4840,917-JKL,61U***********W1J
SUP-01,LOT-3879,754-ABC,50D***********6XR
SUP-09,LOT-5991,532-DEF,R2P***********384
SUP-02,LOT-2504,740-GHI,BAT***********M0D
SUP-09,LOT-7667,240-GHI,ZX4***********JF4
SUP-02,LOT-7360,582-JKL,ZE5***********5E6
SUP-09,LOT-8873,350-ABC,UN5***********C02
SUP-01,LOT-9325,292-ABC,86R***********F2J
SUP-01,LOT-1059,674-DEF,1E5***********7DX
SUP-02,LOT-2341,533-JKL,P47***********CV1
SUP-09,LOT-1549,933-JKL,0TP***********DKT
SUP-09,LOT-9007,296-ABC,YNX***********T5G
SUP-09,LOT-5436,451-JKL,JHF***********MBV
SUP-09,LOT-1320,926-JKL,KKH***********3FF
SUP-09,LOT-2071,754-GHI,W9J***********LN6
SUP-09,LOT-3021,233-JKL,65A***********8TJ
SUP-01,LOT-6792,893-JKL,4X8***********D4C
SUP-02,LOT-3372,151-GHI,03U***********MD5
SUP-09,LOT-3980,519-ABC,NKZ***********W8M
SUP-09,LOT-4527,108-DEF,HA8***********T03
SUP-09,LOT-8956,967-ABC,JZ0***********7XJ
SUP-01,LOT-8297,341-GHI,VHE***********FY0
SUP-02,LOT-9137,901-DEF,0FA***********P3M
SUP-02,LOT-1015,861-GHI,DW3***********59X
SUP-09,LOT-3566,745-DEF,YF2***********8EY
SUP-01,LOT-4102,824-DEF,C29***********NZZ
SUP-01,LOT-1998,200-DEF,AY3***********MYU
SUP-02,LOT-1236,966-JKL,XWF***********B8F
SUP-09,LOT-5313,583-GHI,23J***********RGN
SUP-02,LOT-6488,892-JKL,BC2***********CJ7
SUP-01,LOT-3417,704-ABC,B8F***********UAZ
SUP-09,LOT-4718,440-JKL,EA1***********DFN
SUP-09,LOT-4610,320-DEF,SRR***********7W7
SUP-01,LOT-4314,526-GHI,1J0***********4CK
SUP-02,LOT-9570,738-GHI,M9B***********2DE
SUP-02,LOT-4650,470-ABC,YF9***********WJZ
SUP-09,LOT-3863,682-DEF,JVN***********0J8
SUP-09,LOT-1845,166-DEF,PT0***********2E1
SUP-02,LOT-3397,905-ABC,NNL***********WVM
SUP-09,LOT-8085,598-DEF,EGR***********RZX
SUP-02,LOT-5553,793-GHI,280***********GEC
SUP-02,LOT-7923,762-ABC,L56***********68X
SUP-01,LOT-3885,537-GHI,H9P***********3RX
SUP-02,LOT-5998,924-GHI,ZLX***********1RD
SUP-02,LOT-3134,407-GHI,CTG***********7PC
SUP-02,LOT-8477,469-ABC,3CG***********SPF
SUP-09,LOT-7850,707-DEF,2G2***********CYA
SUP-01,LOT-3852,326-JKL,922***********ASL
SUP-02,LOT-3458,844-DEF,F9Z***********A3U
SUP-02,LOT-2776,576-DEF,A1Y***********JKM
SUP-01,LOT-3492,143-DEF,27N***********GZX
SUP-09,LOT-3089,887-GHI,N9T***********B96
SUP-09,LOT-6420,495-GHI,R2T***********EC3
SUP-09,LOT-5499,976-GHI,68P***********P32
SUP-09,LOT-3203,637-JKL,BLS***********4RM
SUP-09,LOT-3498,916-GHI,7H3***********5Z8
SUP-02,LOT-7946,922-JKL,SZP***********39X
SUP-01,LOT-2800,191-JKL,6PS***********6JF
SUP-01,LOT-3099,921-DEF,3PG***********8YR
SUP-01,LOT-3063,922-GHI,5XT***********SU8
SUP-02,LOT-6060,518-JKL,SJ2***********BJT
