Event_ID,Line,Station,TS,Part_No,BOM_Version,Torque,Temp,Pressure,Cycle_Time,Defect,Inspection_Source,Tool_ID,Supplier
4238,GA-1,stn-05,2026-03-11 17:18,705-GHI,BOM-2,52.3 Nm,149.4F,107.7psi,64.72,REP,Human,TL-017,SUP-02
4239,GA-1,stn-04,2026/03/11 17:19,618-GHI,BOM-3,47.9Nm,167.5F,9.3 bar,57.62,Reject,HUMAN,TL-004,sup-01
4240,GA-1, STN-05 ,11-03-2026 17:19,670-ABC,BOM-1,42.2 Nm,55.7 c,8.0 bar,41.58,REJ,automated,TL-015,SUP-09
4241, Ga-1 ,STN-03,,685GHI,BOM-3,49.6 Nm,,9.9 bar,66.28,OK,automated,TL-023,SUP-01
4242, Ga-1 ,STN-06,2026/03/11 17:20,124-DEF,BOM-2,48.4,91.5C,11.4 bar,42.52,na,Human,TL-023,sup-02
4243,GA-1, STN-03 ,2026/03/11 17:21,889ABC,BOM-2,53.5Nm,80.8,11.5 bar,58.41,REJ,automated,TL-004,sup-09
4244,ga-2,stn-04,2026-03-11 17:21,559-abc,BOM-1,54.5 Nm,98.3,10.4 bar,58.56,REJ,HUMAN,TL-006,sup-09
4245, Ga-1 ,STN-07,2026/03/11 17:22,721ABC,BOM-2,53.8,93.5,135.8psi,59.92,REJ,human,TL-005,SUP-01
4246, Ga-1 ,STN-05,2026/03/11 17:22,132ghi,BOM-3,54.9 Nm,84.8C,142.9psi,60.47,na,Human,TL-007,sup-02
4247, Ga-2 ,STN-01,2026-03-11 17:23,784-abc,BOM-3,59.0 Nm,78.9,11.0 bar,60.37,REP,AUTO,TL-022,SUP-02
4248,GA-1,stn-06,11-03-2026 17:23,708-DEF,BOM-1,51.9,76.5 c,13.5 bar,63.63,,HUMAN,TL-002,sup-02
4249, Ga-2 , STN-01 ,2026-03-11 17:24,431-DEF,BOM-2,55.5Nm,186.1F,119.2psi,58.91,Repair,automated,TL-014,sup-09
4250, Ga-2 , STN-05 ,11-03-2026 17:24,941def,BOM-1,52.5,78.6,12.4 bar,86.16,Reject,HUMAN,TL-023,sup-09
4251,ga-1,STN-02,2026/03/11 17:25,684abc,BOM-3,40.5 Nm,85.5C,150.3psi,56.58,Repair,automated,TL-020,SUP-02
4252,ga-1, STN-04 ,2026-03-11 17:25,,BOM-2,49.2Nm,187.2F,11.2 bar,47.77,na,AUTO,TL-011,SUP-09
4253,GA-2,STN-01,2026-03-11 17:26,838-def,BOM-1,45.7,,10.3 bar,45.9,REP,AUTO,TL-013,SUP-02
4254, Ga-2 , STN-07 ,2026-03-11 17:26,284-ABC,BOM-2,51.2 Nm,195.7F,175.5psi,66.58,REJ,Human,TL-010,SUP-02
4255,ga-1, STN-06 ,2026-03-11 17:27,995ABC,BOM-1,46.0Nm,77.7C,152.2psi,44.08,OK,human,TL-017,SUP-01
4256,GA-2,STN-04,11-03-2026 17:27,767DEF,BOM-3,53.0Nm,80.2C,130.9psi,47.9,Reject,human,TL-024,SUP-01
4257,GA-2,stn-06,2026/03/11 17:28,270-abc,BOM-2,54.9Nm,70.2 c,10.7 bar,46.46,Repair,HUMAN,TL-014,SUP-09
4258,ga-2,stn-06,2026-03-11 17:28,812ABC,BOM-2,,171.1F,11.7 bar,64.57,Reject,AUTO,TL-011,sup-09
4259,GA-1,stn-06,2026-03-11 17:29,485def,BOM-3,58.1 Nm,101.6,145.0psi,73.31,Reject,Automated,TL-022,sup-02
4260,GA-1, STN-02 ,2026-03-11 17:29,877GHI,BOM-3,41.6Nm,71.0C,6.9 bar,50.56,REP,Human,TL-009,
4261, Ga-2 ,stn-02,2026/03/11 17:30,255-abc,BOM-1,44.0 Nm,84.4 c,9.8 bar,64.22,REJ,Automated,TL-002,SUP-02
4262, Ga-1 ,STN-05,,333-ABC,BOM-2,64.6Nm,167.8F,147.1psi,33.63,Reject,human,TL-006,sup-09
4263,GA-1, STN-04 ,2026-03-11 17:31,412-GHI,BOM-1,55.0 Nm,136.1F,9.9 bar,52.55,OK,automated,TL-016,SUP-02
4264,GA-2,STN-05,2026-03-11 17:31,505def,BOM-1,51.1,85.6C,134.2psi,66.02,REP,human,TL-011,sup-09
4265,ga-1,STN-06,,667-abc,BOM-1,50.2,74.4,173.8psi,56.88,Repair,automated,TL-022,sup-09
4266,ga-2,STN-04,11-03-2026 17:32,299abc,BOM-1,49.7 Nm,,6.4 bar,69.94,,HUMAN,TL-017,sup-01
4267, Ga-1 ,STN-04,2026/03/11 17:33,734-def,BOM-3,40.3,89.9 c,10.1 bar,37.67,REP,Human,TL-014,sup-09
4268,ga-2,stn-05,11-03-2026 17:33,121-DEF,BOM-2,46.1,82.3 c,10.2 bar,52.65,Repair,automated,TL-022,SUP-01
4269, Ga-1 , STN-03 ,2026-03-11 17:34,397ABC,BOM-2,49.4Nm,83.3 c,190.6psi,64.53,REP,automated,TL-018,sup-09
4270,ga-1,STN-05,2026-03-11 17:34,692ABC,BOM-2,,71.3,144.7psi,64.4,None,AUTO,TL-005,SUP-02
4271,GA-2,stn-04,2026-03-11 17:35,338def,BOM-1,47.1,87.1,10.7 bar,65.17,Reject,Automated,TL-018,SUP-09
4272, Ga-2 ,STN-04,11-03-2026 17:35,487-abc,BOM-2,62.8 Nm,,,62.08,na,automated,TL-017,SUP-01
4273,GA-2,STN-06,2026/03/11 17:36,,BOM-1,48.7Nm,60.0C,147.1psi,48.56,Repair,automated,TL-023,SUP-01
4274,GA-2,stn-01,2026/03/11 17:70,323def,BOM-1,51.4Nm,190.9F,183.3psi,52.21,,HUMAN,TL-001,SUP-01
4275,GA-2,stn-07,2026/03/11 17:37,966abc,BOM-1,51.2Nm,91.3 c,120.8psi,83.16,REP,automated,TL-004,SUP-02
4276,GA-1,stn-03,,861abc,BOM-1,52.9Nm,94.8 c,130.5psi,47.41,na,Automated,TL-020,SUP-02
4277,GA-1,stn-03,2026/03/11 17:38,972GHI,BOM-2,,101.7,161.4psi,45.84,OK,AUTO,TL-024,SUP-09
4278,GA-1,stn-03,2026/03/11 17:38,545-abc,BOM-1,56.2 Nm,87.7 c,10.4 bar,66.8,None,automated,TL-007,sup-09
4279,GA-2,STN-04,2026-03-11 17:39,408-GHI,BOM-2,52.2Nm,85.1 c,9.6 bar,49.41,None,Automated,TL-024,SUP-02
4280, Ga-1 ,stn-06,2026-03-11 17:39,994ABC,BOM-3,43.6Nm,,143.5psi,77.92,REJ,human,TL-001,SUP-01
4281,GA-1,STN-06,2026-03-11 17:40,754def,BOM-2,49.5 Nm,160.0F,164.9psi,87.34,Reject,Human,TL-017,sup-02
4282, Ga-1 ,STN-04,2026/03/11 17:40,813-DEF,BOM-2,49.1Nm,63.3 c,10.7 bar,57.59,REJ,automated,TL-010,SUP-01
4283,ga-1, STN-06 ,2026/03/11 17:41,264GHI,BOM-1,48.9,75.2C,8.9 bar,63.09,OK,HUMAN,TL-016,sup-01
4284,GA-1,STN-06,11-03-2026 17:41,881-abc,BOM-1,,92.8 c,10.4 bar,41.75,REJ,automated,TL-022,SUP-09
4285, Ga-1 , STN-02 ,,574GHI,BOM-1,53.2Nm,164.1F,9.9 bar,70.32,REJ,Human,TL-014,SUP-01
4286,ga-1, STN-02 ,2026-03-11 17:42,795abc,BOM-2,52.6 Nm,84.7C,10.7 bar,37.61,None,AUTO,TL-006,sup-02
4287, Ga-2 ,STN-07,11-03-2026 17:43,841ghi,BOM-3,51.7Nm,85.7 c,138.0psi,46.6,REJ,HUMAN,TL-023,sup-02
4288,ga-1,STN-02,2026-03-11 17:43,195-ABC,BOM-3,50.4,82.4 c,118.7psi,61.19,REP,human,TL-007,
4289,ga-1,STN-07,2026-03-11 17:44,189-def,BOM-1,39.2 Nm,67.2,159.6psi,65.48,REP,Human,TL-013,SUP-09
4290, Ga-1 ,STN-03,2026-03-11 17:44,158GHI,BOM-1,53.9,182.2F,156.9psi,45.16,na,Automated,TL-005,sup-02
4291,ga-1,STN-01,2026/03/11 17:45,678-ABC,BOM-2,52.4 Nm,75.8C,175.8psi,54.57,None,human,TL-022,sup-02
4292,ga-1,stn-02,2026/03/11 17:45,922-def,BOM-1,45.1,206.7F,116.4psi,43.38,Repair,Automated,TL-024,SUP-01
4293,ga-2, STN-05 ,11-03-2026 17:46,127-ghi,BOM-1,51.4 Nm,91.4,9.9 bar,56.83,None,Automated,TL-010,sup-01
4294,ga-2, STN-05 ,11-03-2026 17:46,224ghi,BOM-2,53.2 Nm,76.1C,9.7 bar,51.99,Reject,Human,TL-011,SUP-09
4295, Ga-1 ,STN-07,11-03-2026 17:47,536DEF,BOM-3,55.9 Nm,97.7,9.4 bar,53.64,OK,HUMAN,TL-012,SUP-02
4296,GA-2,stn-01,11-03-2026 17:47,451-ghi,BOM-1,52.6 Nm,83.4C,7.7 bar,66.51,Reject,automated,TL-023,sup-02
4297, Ga-2 , STN-06 ,11-03-2026 17:48,192ABC,BOM-1,,145.9F,8.4 bar,62.82,REP,automated,TL-015,sup-02
4298,ga-2, STN-04 ,2026-03-11 17:48,648-GHI,BOM-1,54.7Nm,79.2C,10.4 bar,65.61,REJ,automated,TL-003,SUP-09
4299,GA-2, STN-06 ,2026/03/11 17:49,913-DEF,BOM-2,48.5,96.4C,134.1psi,58.71,REJ,AUTO,TL-019,sup-09
4300, Ga-1 ,stn-02,,290-DEF,BOM-3,52.1,161.2F,8.8 bar,67.17,Repair,Human,TL-011,SUP-01
4301,GA-1,STN-06,2026-03-11 17:50,102-abc,BOM-3,46.9 Nm,79.3C,12.1 bar,59.65,REP,automated,TL-002,SUP-02
4302,GA-2,STN-07,2026-03-11 17:50,302DEF,BOM-3,55.6 Nm,151.5F,,55.09,REJ,AUTO,TL-012,sup-09
4303,GA-2,STN-02,2026/03/11 17:51,,BOM-2,,68.0,9.9 bar,65.71,Reject,automated,TL-002,sup-02
4304,GA-1,stn-02,2026-03-11 17:51,519-ghi,BOM-3,54.1Nm,71.7C,7.7 bar,55.77,OK,Automated,TL-007,SUP-09
4305, Ga-1 ,stn-07,11-03-2026 17:52,196-ghi,BOM-1,50.1Nm,67.7 c,,56.71,Reject,human,TL-018,SUP-02
4306, Ga-2 , STN-07 ,2026/03/11 17:52,424ghi,BOM-3,54.8,73.8 c,6.9 bar,70.68,None,human,TL-012,sup-01
4307, Ga-2 , STN-05 ,2026-03-11 17:53,207DEF,BOM-3,46.1Nm,97.4,8.0 bar,69.74,,automated,TL-011,sup-09
4308,GA-1, STN-02 ,11-03-2026 17:53,708-ghi,BOM-1,50.4,79.6,154.0psi,57.03,REP,AUTO,TL-009,SUP-01
4309,ga-1, STN-04 ,2026-03-11 17:54,521DEF,BOM-1,50.3 Nm,87.9,114.9psi,68.73,REJ,Human,TL-022,SUP-02
4310,GA-1, STN-04 ,11-03-2026 17:54,167-def,BOM-3,52.2 Nm,195.6F,9.6 bar,47.22,OK,HUMAN,TL-006,sup-02
4311,ga-2,stn-06,2026/03/11 17:55,139ABC,BOM-2,44.8Nm,68.9,7.8 bar,57.09,None,Human,TL-023,sup-02
4312,ga-2,STN-05,11-03-2026 17:55,539-GHI,BOM-3,53.2,71.7 c,146.2psi,52.48,REJ,Human,TL-009,SUP-09
4313,GA-1,STN-01,2026/03/11 17:56,632ghi,BOM-2,,87.7,11.7 bar,59.98,Reject,Human,TL-010,SUP-02
4314, Ga-2 ,STN-05,11-03-2026 17:56,256-ABC,BOM-2,46.7Nm,73.7C,131.7psi,67.35,REP,HUMAN,TL-016,SUP-01
4315,ga-1, STN-05 ,2026-03-11 17:57,390GHI,BOM-1,42.2 Nm,87.0C,10.0 bar,65.56,OK,HUMAN,TL-019,sup-09
4316,ga-2,STN-05,2026/03/11 17:57,645def,BOM-3,54.1Nm,96.8C,8.8 bar,64.2,REP,HUMAN,TL-012,SUP-01
4317, Ga-1 ,STN-05,2026/03/11 17:58,523-DEF,BOM-3,52.0,65.4,128.8psi,61.37,Reject,automated,TL-016,SUP-02
4318,GA-2,STN-01,2026-03-11 17:58,204-GHI,BOM-3,52.3Nm,76.4,8.8 bar,58.41,REJ,HUMAN,TL-010,SUP-01
4319, Ga-2 ,STN-02,2026-03-11 17:59,451-GHI,BOM-3,57.4Nm,78.0 c,11.2 bar,72.01,OK,AUTO,TL-019,SUP-01
4320, Ga-2 ,STN-04,2026/03/11 17:59,277ghi,BOM-1,48.4,74.7C,114.3psi,44.53,REJ,Automated,TL-021,sup-01
4321,ga-1,stn-06,11-03-2026 18:00,933-GHI,BOM-1,53.0 Nm,73.9,9.5 bar,53.33,Reject,HUMAN,TL-021,sup-01
4322,GA-2,stn-03,11-03-2026 18:00,822def,BOM-1,50.3,167.1F,10.6 bar,64.11,,HUMAN,TL-016,SUP-01
4323,GA-2, STN-03 ,11-03-2026 18:01,380-ghi,BOM-3,49.6Nm,175.7F,11.4 bar,75.28,None,automated,TL-007,sup-09
4324,ga-1, STN-01 ,11-03-2026 18:01,311DEF,BOM-3,56.5 Nm,81.6C,10.7 bar,56.54,Repair,human,TL-016,SUP-09
4325,GA-2,stn-05,11-03-2026 18:02,221-GHI,BOM-3,60.4,89.5 c,143.4psi,57.39,Reject,HUMAN,TL-015,SUP-09
4326,ga-2, STN-01 ,2026-03-11 18:02,762abc,BOM-2,47.8 Nm,175.5F,9.1 bar,47.1,Reject,HUMAN,TL-006,SUP-02
4327, Ga-1 , STN-04 ,,,BOM-2,54.2,,11.4 bar,54.58,None,automated,TL-021,SUP-02
4328,ga-1, STN-03 ,,345-DEF,BOM-2,51.6Nm,165.3F,8.7 bar,67.08,REP,human,TL-019,SUP-02
4329, Ga-1 ,STN-06,2026-03-11 18:04,675-ABC,BOM-3,51.7 Nm,68.0C,126.5psi,75.79,REJ,automated,TL-011,
4330, Ga-2 ,STN-01,11-03-2026 18:04,311-def,BOM-1,51.2 Nm,77.0C,174.4psi,57.07,REJ,AUTO,TL-001,sup-02
4331,GA-2,STN-05,2026-03-11 18:05,,BOM-2,48.3 Nm,84.6 c,10.5 bar,52.01,Reject,automated,TL-018,SUP-01
4332, Ga-1 ,STN-05,2026-03-11 18:05,368-ghi,BOM-1,32.1Nm,88.6 c,10.6 bar,60.7,na,Human,TL-006,SUP-02
4333,GA-2,stn-02,2026-03-11 18:06,,BOM-2,57.7,202.3F,10.9 bar,43.85,REJ,human,TL-018,SUP-02
4334,ga-2,stn-05,2026/03/11 18:06,891abc,BOM-1,46.5,82.9C,9.9 bar,72.36,REP,Automated,TL-010,sup-01
4335, Ga-1 ,stn-06,2026-03-11 18:07,950-DEF,BOM-1,48.8 Nm,87.5 c,7.8 bar,47.69,None,AUTO,TL-018,sup-01
4336,ga-2,STN-05,,457def,BOM-2,48.9,93.7,150.5psi,63.14,None,Automated,TL-022,
4337, Ga-2 ,STN-05,11-03-2026 18:08,915GHI,BOM-1,46.1 Nm,72.2 c,10.0 bar,62.99,REP,human,TL-003,sup-09
4338, Ga-1 ,stn-07,11-03-2026 18:08,319ABC,BOM-1,51.2 Nm,172.2F,,66.28,OK,HUMAN,TL-001,SUP-01
4339, Ga-1 ,STN-05,2026-03-11 18:09,343ghi,BOM-3,49.8Nm,225.9F,8.4 bar,62.56,Reject,human,TL-017,sup-01
4340,GA-2,STN-01,2026-03-11 18:09,582-abc,BOM-1,46.4Nm,88.6C,9.9 bar,60.03,,automated,TL-011,SUP-02
4341,ga-2,STN-05,11-03-2026 18:10,639ghi,BOM-3,50.7Nm,85.1C,8.0 bar,64.29,,automated,TL-017,sup-02
4342, Ga-2 ,STN-06,11-03-2026 18:10,446ABC,BOM-3,49.8,88.9,9.8 bar,68.35,None,automated,TL-003,SUP-09
4343,GA-2, STN-06 ,2026-03-11 18:11,,BOM-1,54.6 Nm,66.6C,9.6 bar,77.96,None,AUTO,TL-021,sup-01
4344,ga-2,STN-02,11-03-2026 18:11,810ABC,BOM-2,43.3Nm,,9.8 bar,48.97,Repair,AUTO,TL-006,SUP-09
4345, Ga-1 ,STN-05,2026/03/11 18:12,208-GHI,BOM-2,46.0 Nm,69.9C,10.6 bar,41.61,None,AUTO,TL-004,sup-02
4346, Ga-1 ,STN-07,,990-abc,BOM-3,,84.2,10.9 bar,44.53,Reject,automated,TL-010,sup-02
4347,ga-2, STN-04 ,2026/03/11 18:13,243GHI,BOM-2,46.8Nm,76.3C,8.9 bar,41.87,Reject,Human,TL-020,sup-09
4348,ga-1, STN-04 ,2026-03-11 18:13,573-ghi,BOM-1,45.5 Nm,81.0C,163.9psi,48.0,Reject,Automated,TL-003,SUP-01
4349,GA-1,STN-07,2026/03/11 18:14,480-ABC,BOM-1,47.0Nm,76.9 c,9.7 bar,46.73,na,human,TL-013,
4350, Ga-1 ,stn-06,2026-03-11 18:14,506-ghi,BOM-2,49.5,146.7F,12.6 bar,55.84,Reject,Automated,TL-020,SUP-02
4351, Ga-2 ,stn-01,2026-03-11 18:15,215ghi,BOM-3,49.5 Nm,88.8,9.1 bar,68.55,REP,Human,TL-013,SUP-09
4352,ga-2,STN-06,11-03-2026 18:15,408abc,BOM-3,49.0Nm,62.4,7.6 bar,66.26,na,human,TL-002,SUP-09
4353,GA-1,stn-03,2026-03-11 18:16,127-GHI,BOM-1,44.9Nm,162.9F,11.3 bar,53.78,,AUTO,TL-005,SUP-02
4354, Ga-2 ,stn-06,2026/03/11 18:16,975def,BOM-3,53.9 Nm,66.8 c,154.3psi,54.64,na,Human,TL-015,SUP-02
4355,GA-1, STN-01 ,2026/03/11 18:17,229-def,BOM-2,56.6Nm,71.2 c,11.8 bar,80.11,na,AUTO,TL-016,sup-01
4356,ga-1,stn-03,11-03-2026 18:17,534abc,BOM-3,,,10.5 bar,65.95,REJ,HUMAN,TL-004,sup-09
4357,GA-1,STN-04,2026/03/11 18:18,294-def,BOM-1,42.2,92.4 c,195.9psi,61.73,REJ,HUMAN,TL-010,SUP-09
4358,GA-2, STN-06 ,2026/03/11 18:18,260-GHI,BOM-3,55.0,147.9F,140.9psi,61.22,Repair,AUTO,TL-003,sup-01
4359, Ga-1 , STN-03 ,11-03-2026 18:19,450GHI,BOM-1,57.8,74.4,167.8psi,57.11,REP,Automated,TL-014,sup-02
4360,ga-2, STN-01 ,2026/03/11 18:19,971-abc,BOM-1,39.4Nm,144.5F,133.6psi,80.03,Reject,HUMAN,TL-012,sup-01
4361,ga-1, STN-01 ,2026-03-11 18:20,529def,BOM-3,54.1 Nm,73.9C,10.7 bar,58.1,OK,AUTO,TL-016,
4362,GA-2,STN-01,11-03-2026 18:20,963-DEF,BOM-1,58.2 Nm,80.7C,11.0 bar,61.49,Repair,AUTO,TL-009,sup-09
4363, Ga-2 , STN-04 ,11-03-2026 18:21,843DEF,BOM-3,45.7,189.8F,,43.51,Repair,HUMAN,TL-024,sup-09
4364, Ga-2 , STN-05 ,2026/03/11 18:21,491-DEF,BOM-3,57.9 Nm,58.8C,11.2 bar,53.64,REP,Automated,TL-002,sup-09
4365, Ga-1 , STN-03 ,11-03-2026 18:22,,BOM-2,49.1 Nm,85.5C,,54.49,REJ,human,TL-006,SUP-09
4366,ga-2, STN-02 ,2026-03-11 18:22,413GHI,BOM-2,51.6 Nm,70.3 c,143.5psi,64.86,REP,AUTO,TL-002,SUP-01
4367,GA-2,STN-02,11-03-2026 18:23,,BOM-1,46.4,67.8 c,132.5psi,52.25,OK,automated,TL-021,sup-09
4368, Ga-2 ,STN-02,2026-03-11 18:23,711ABC,BOM-1,55.0,80.7 c,9.4 bar,60.48,na,Human,TL-008,SUP-02
4369, Ga-1 , STN-06 ,2026-03-11 18:24,629ABC,BOM-1,54.2Nm,187.3F,138.8psi,53.94,Reject,automated,TL-001,SUP-09
4370, Ga-1 , STN-04 ,11-03-2026 18:24,845-def,BOM-1,58.6 Nm,174.2F,11.5 bar,48.99,REP,automated,TL-019,SUP-01
4371,GA-2, STN-05 ,2026-03-11 18:25,246-ABC,BOM-2,57.2Nm,156.3F,10.3 bar,48.59,na,automated,TL-022,
4372, Ga-1 ,stn-06,2026/03/11 18:25,548abc,BOM-3,50.0,79.0 c,134.0psi,58.27,,HUMAN,TL-021,SUP-09
4373, Ga-2 , STN-06 ,2026/03/11 18:26,697-DEF,BOM-1,65.5,72.7 c,,61.03,REP,Automated,TL-006,SUP-02
4374, Ga-2 , STN-05 ,11-03-2026 18:26,397-ghi,BOM-1,56.8,86.0 c,12.3 bar,58.06,None,human,TL-002,SUP-02
4375,ga-2, STN-02 ,,,BOM-2,52.7 Nm,90.8,9.0 bar,51.67,Repair,AUTO,TL-008,sup-09
4376, Ga-1 ,STN-06,2026/03/11 18:27,370abc,BOM-2,45.0 Nm,90.1,142.2psi,58.62,REJ,HUMAN,TL-005,SUP-01
4377,ga-2,STN-01,2026/03/11 18:28,370-abc,BOM-2,42.3Nm,175.6F,13.2 bar,56.77,REP,human,TL-019,SUP-09
4378, Ga-1 ,STN-07,2026/03/11 18:28,393-abc,BOM-1,42.8 Nm,91.2C,9.1 bar,49.58,REJ,Automated,TL-009,SUP-01
4379,GA-2, STN-06 ,11-03-2026 18:29,708GHI,BOM-3,45.3,69.8 c,139.0psi,60.83,REP,HUMAN,TL-011,SUP-01
4380, Ga-2 , STN-05 ,2026/03/11 18:29,206abc,BOM-1,56.9Nm,208.1F,10.3 bar,78.1,REP,automated,TL-016,SUP-01
4381, Ga-1 ,STN-06,2026-03-11 18:30,228abc,BOM-1,52.4,69.7C,7.6 bar,58.5,Repair,Human,TL-011,SUP-01
4382,GA-1,stn-01,11-03-2026 18:30,799-GHI,BOM-2,46.9,139.5F,107.6psi,45.39,REJ,human,TL-007,sup-01
4383, Ga-2 ,STN-02,2026-03-11 18:31,286-ABC,BOM-3,49.3Nm,93.7 c,9.3 bar,74.69,Reject,Human,TL-006,sup-01
4384,ga-2, STN-02 ,2026/03/11 18:31,194abc,BOM-1,48.7,72.9,9.3 bar,72.57,REP,AUTO,TL-006,SUP-01
4385, Ga-1 ,STN-07,2026-03-11 18:32,337-DEF,BOM-1,54.0Nm,81.2 c,10.2 bar,74.33,REP,human,TL-004,SUP-09
4386,GA-2, STN-06 ,2026/03/11 18:32,458-ABC,BOM-2,45.6Nm,69.7C,8.5 bar,59.58,REJ,human,TL-015,sup-02
4387,ga-1,stn-07,2026-03-11 18:33,129-DEF,BOM-2,51.7,103.6,10.7 bar,52.16,None,HUMAN,TL-006,SUP-09
4388,ga-1, STN-03 ,11-03-2026 18:33,850def,BOM-1,51.5Nm,98.2,6.8 bar,51.07,Reject,human,TL-017,SUP-01
4389, Ga-2 , STN-04 ,2026/03/11 18:34,205-ABC,BOM-2,45.8Nm,95.5C,,71.41,REP,human,TL-009,sup-09
4390,ga-1,STN-02,11-03-2026 18:34,463-GHI,BOM-3,57.9Nm,177.6F,10.5 bar,76.06,REP,HUMAN,TL-012,sup-09
4391,ga-2, STN-01 ,11-03-2026 18:70,281-GHI,BOM-2,48.5,89.8 c,10.5 bar,50.8,REP,automated,TL-021,SUP-02
4392, Ga-2 ,stn-07,2026-03-11 18:35,364def,BOM-2,45.0Nm,79.5 c,,34.8,REP,automated,TL-017,sup-01
4393, Ga-1 ,STN-03,11-03-2026 18:36,140-DEF,BOM-2,54.3Nm,196.2F,9.0 bar,59.82,Repair,Automated,TL-007,SUP-09
4394,GA-1, STN-01 ,11-03-2026 18:36,,BOM-2,50.3,75.9C,140.8psi,50.96,None,AUTO,TL-001,sup-09
4395, Ga-2 ,STN-05,11-03-2026 18:37,,BOM-1,52.0,95.8,11.9 bar,52.93,Reject,automated,TL-018,sup-09
4396,ga-2,stn-03,11-03-2026 18:37,213def,BOM-2,44.1,75.4C,9.1 bar,57.62,Repair,automated,TL-008,
4397,GA-1,STN-03,11-03-2026 18:38,277def,BOM-3,54.1 Nm,76.5,,64.1,REP,Automated,TL-002,
4398, Ga-1 ,STN-03,11-03-2026 18:38,895-GHI,BOM-2,60.9,75.3,11.7 bar,52.19,,HUMAN,TL-015,SUP-02
4399,ga-1,stn-04,11-03-2026 18:39,,BOM-3,43.7Nm,81.9,7.4 bar,61.36,Reject,AUTO,TL-020,
4400,GA-2,stn-02,2026-03-11 18:39,155-def,BOM-1,51.8 Nm,169.0F,142.2psi,58.74,Repair,human,TL-016,sup-02
4401,ga-1,stn-05,2026/03/11 18:40,222GHI,BOM-1,46.1,84.9C,8.5 bar,36.95,OK,Automated,TL-020,
4402, Ga-1 ,stn-01,2026-03-11 18:40,,BOM-1,63.4Nm,75.2 c,7.7 bar,65.45,na,AUTO,TL-005,SUP-01
4403,GA-2,stn-05,2026/03/11 18:41,601-ABC,BOM-2,,87.9C,,55.49,Repair,automated,TL-021,sup-09
4404,ga-2,stn-05,2026-03-11 18:41,667GHI,BOM-2,51.4 Nm,203.3F,155.3psi,47.36,REJ,human,TL-008,sup-09
4405,ga-1, STN-04 ,2026/03/11 18:42,237GHI,BOM-1,43.9 Nm,80.8,150.7psi,52.74,REP,human,TL-013,SUP-01
4406, Ga-2 ,STN-04,11-03-2026 18:42,432-ghi,BOM-1,45.1,102.2 c,121.4psi,62.03,Repair,Automated,TL-006,
4407,GA-1,STN-02,2026-03-11 18:43,334def,BOM-3,53.7,196.3F,149.6psi,60.46,Repair,AUTO,TL-015,SUP-01
4408, Ga-2 ,STN-05,2026-03-11 18:43,580def,BOM-3,43.2Nm,214.5F,8.0 bar,66.44,Reject,HUMAN,TL-022,sup-01
4409,ga-2, STN-05 ,2026/03/11 18:44,388ABC,BOM-3,43.3Nm,79.4C,10.1 bar,64.37,Reject,HUMAN,TL-024,sup-02
4410,ga-2,STN-06,2026/03/11 18:44,283-ABC,BOM-2,50.0Nm,63.4 c,9.0 bar,48.28,REP,automated,TL-008,SUP-01
4411,GA-2,STN-01,11-03-2026 18:45,832ABC,BOM-3,50.7,72.9C,11.6 bar,30.46,OK,automated,TL-010,SUP-09
4412, Ga-1 ,STN-05,2026-03-11 18:45,611def,BOM-1,51.9,74.0C,9.5 bar,61.21,REJ,AUTO,TL-022,sup-09
4413,ga-1,stn-03,11-03-2026 18:46,526-ghi,BOM-3,47.8 Nm,158.8F,150.0psi,66.31,,HUMAN,TL-008,sup-02
4414, Ga-1 , STN-01 ,2026-03-11 18:46,220DEF,BOM-1,54.6Nm,136.5F,150.1psi,57.98,REP,HUMAN,TL-022,sup-09
4415, Ga-2 ,STN-07,2026/03/11 18:70,163abc,BOM-2,45.7,90.2,9.9 bar,66.61,,automated,TL-013,sup-01
4416, Ga-1 ,stn-01,2026-03-11 18:47,,BOM-1,53.1 Nm,142.5F,10.2 bar,49.98,na,automated,TL-013,SUP-02
4417,GA-1,STN-06,2026/03/11 18:48,970-def,BOM-3,51.1 Nm,89.3C,,56.54,None,automated,TL-023,SUP-01
4418,GA-2, STN-06 ,2026-03-11 18:48,624ABC,BOM-1,53.0,215.3F,125.5psi,50.79,REP,automated,TL-021,sup-09
4419,GA-2, STN-04 ,2026/03/11 18:49,135ABC,BOM-1,55.9Nm,72.2C,10.6 bar,66.97,Repair,Human,TL-023,sup-02
4420,ga-2,STN-06,2026/03/11 18:49,533-GHI,BOM-2,47.7,83.9C,163.8psi,50.9,Reject,HUMAN,TL-002,sup-02
4421,GA-1,stn-02,2026/03/11 18:50,351-def,BOM-3,46.7,76.0,10.6 bar,80.6,None,Automated,TL-003,sup-02
4422, Ga-1 ,STN-01,11-03-2026 18:50,,BOM-1,41.6Nm,88.3C,9.5 bar,54.98,REP,Human,TL-004,SUP-09
4423,GA-2, STN-06 ,,228GHI,BOM-1,39.9,68.1,10.3 bar,67.98,Reject,AUTO,TL-013,sup-09
4424, Ga-2 ,STN-07,2026/03/11 18:51,549-abc,BOM-2,49.1Nm,,137.1psi,55.11,Reject,automated,TL-010,SUP-02
