Event_ID,Line,Station,TS,Part_No,BOM_Version,Torque,Temp,Pressure,Cycle_Time,Defect,Inspection_Source,Tool_ID,Supplier,VIN,WO,Rework_Flag,Scrap_Reason,Calibration_Factor,Shift
3735, Ga-2 ,STN-04,2026/03/11 13:07,851-GHI,BOM-2,50.4 Nm,76.4,107.1psi,69.73,None,automated,TL-011,SUP-02,GEDBA442ABSY3SM9J,WO-95498,0,,0.9887,Night
3736,ga-1,STN-04,11-03-2026 13:07,155ABC,BOM-2,47.8,77.0,189.0psi,55.76,Reject,automated,TL-006,sup-01,PB2UKR63S80WCZ6XH,WO-35761,0,,0.9784,Night
3737,GA-2,stn-01,2026/03/11 13:08,381GHI,BOM-2,47.6,166.1F,13.2 bar,39.5,REP,HUMAN,TL-001,SUP-02,ZNGZS2RAJ5PJBDNBY,WO-53329,1,Visual Defect,1.0078,Night
3738,GA-2,STN-01,2026/03/11 13:08,805ghi,BOM-3,57.7Nm,70.0C,154.9psi,66.27,REJ,Automated,TL-024,SUP-09,5DMKUB7XCJGZHW9XH,WO-73330,0,Leak Detected,1.0288,Morning
3739,ga-2,stn-02,2026/03/11 13:09,973abc,BOM-1,46.6 Nm,143.2F,11.2 bar,60.31,REJ,human,TL-016,sup-09,P016H1CBHNHJJHE11,WO-45785,0,Leak Detected,0.9937,Evening
3740,GA-2,STN-01,2026/03/11 13:09,128ghi,BOM-1,47.6 Nm,81.4,9.9 bar,55.2,Reject,Automated,TL-010,SUP-09,YX4U6XZW4T08SU61W,WO-67598,0,,1.0058,Night
3741, Ga-1 ,STN-06,2026-03-11 13:10,595def,BOM-2,42.1Nm,77.0 c,140.4psi,55.89,OK,automated,TL-005,sup-09,DJUHSXNUEJEP25L5K,WO-50028,0,Leak Detected,1.0091,Morning
3742,ga-2,STN-07,2026-03-11 13:10,157GHI,BOM-3,46.2,66.2 c,131.7psi,64.07,None,Automated,TL-012,SUP-01,L7EKAKLXU0NVBFDYL,WO-25128,1,Leak Detected,1.0048,Evening
3743, Ga-1 , STN-06 ,2026-03-11 13:11,695-DEF,BOM-3,41.5 Nm,80.6C,9.9 bar,51.85,OK,AUTO,TL-007,SUP-09,KXR0N7EPN8D7E8FAD,WO-50584,0,Visual Defect,0.9801,Evening
3744,GA-1, STN-07 ,2026/03/11 13:11,701ABC,BOM-2,53.2 Nm,170.7F,10.8 bar,63.75,Reject,AUTO,TL-006,sup-01,TW9FSEJC5W0LLH9LL,WO-95656,0,,1.0045,Night
3745, Ga-1 ,STN-04,,993ABC,BOM-3,64.0Nm,75.4C,154.1psi,71.89,,AUTO,TL-023,SUP-01,HEDXURHYSRKX0KJXL,WO-88793,0,Temperature High,1.0037,Morning
3746,GA-1,STN-01,11-03-2026 13:12,728-DEF,BOM-3,48.2 Nm,58.4C,188.2psi,80.6,REP,human,TL-016,SUP-09,EAJLC94SF5N,WO-76710,0,,0.9454,Night
3747,ga-2,stn-02,2026-03-11 13:13,828GHI,BOM-1,41.7 Nm,86.8,147.2psi,74.05,REJ,automated,TL-008,SUP-02,INVALID433,WO-35014,0,Torque Out of Spec,1.0172,Night
3748,ga-1,STN-04,2026/03/11 13:13,953-ABC,BOM-2,54.5 Nm,67.7,7.8 bar,61.62,REP,human,TL-005,sup-02,LK5CUVHWDVX1E76VP,WO-47407,0,Torque Out of Spec,0.9699,Night
3749,ga-2,stn-07,2026/03/11 13:14,577def,BOM-3,,80.6,12.5 bar,62.58,OK,automated,TL-019,SUP-01,61WGCSXH6HN7BNN59,WO-22593,0,,1.0026,Morning
3750,ga-1, STN-04 ,11-03-2026 13:14,898-DEF,BOM-1,56.5,161.5F,,56.0,Reject,Human,TL-015,sup-01,ZTDKNZG66K4CEEAH8,WO-28203,0,Torque Out of Spec,1.0304,Evening
3751,ga-1,STN-04,2026-03-11 13:15,892DEF,BOM-1,48.6 Nm,76.1,132.8psi,55.34,Reject,Automated,TL-021,sup-02,GEMA61J60M0JTXCCL,WO-58421,0,Visual Defect,0.9951,Evening
3752,ga-2,STN-05,11-03-2026 13:15,489-abc,BOM-2,46.8Nm,196.7F,10.4 bar,68.72,REP,Human,TL-019,SUP-01,8LUVVZR2060X8HXUA,WO-21737,0,Visual Defect,0.9791,Night
3753,ga-2, STN-02 ,11-03-2026 13:16,342abc,BOM-3,49.1Nm,85.3C,10.6 bar,56.92,REP,AUTO,TL-010,SUP-02,TZKBE2W04ZDX965E9,WO-44167,0,Temperature High,1.0112,Night
3754, Ga-2 ,stn-05,11-03-2026 13:16,587-def,BOM-1,53.8 Nm,91.3C,7.8 bar,63.66,Reject,Human,TL-016,SUP-09,D8H6WSEMTY0TU83VJ,WO-41735,0,Temperature High,1.028,Night
3755,GA-1,stn-01,2026/03/11 13:17,911-DEF,BOM-2,48.9,83.3 c,8.9 bar,50.37,None,AUTO,TL-010,SUP-02,VWY7FEA251GY8CPJM,WO-40170,0,Visual Defect,0.9778,Night
3756,ga-2, STN-05 ,2026-03-11 13:17,496def,BOM-1,47.5,84.0 c,7.8 bar,73.7,REJ,automated,TL-003,SUP-02,2M1ZCGTLJVGV3X77E,WO-30590,0,Temperature High,0.9528,Morning
3757,GA-2, STN-02 ,11-03-2026 13:18,581-def,BOM-3,49.0Nm,62.2,,56.78,REP,automated,TL-001,SUP-01,B9J3VC8RD7F5NT8TR,WO-42185,0,Temperature High,1.0237,Evening
3758,ga-2,STN-06,2026/03/11 13:18,262-abc,BOM-3,43.6 Nm,76.8 c,170.7psi,70.88,OK,HUMAN,TL-002,SUP-09,BUYZA0JYD39HY61LF,WO-49877,0,,1.0171,Morning
3759, Ga-2 ,stn-07,11-03-2026 13:19,280-def,BOM-1,52.0 Nm,77.8,118.4psi,52.96,REJ,HUMAN,TL-023,sup-01,FW99N6DLFW44B0A32,WO-35314,0,,1.0077,Morning
3760, Ga-2 ,stn-01,2026-03-11 13:19,178DEF,BOM-2,41.1Nm,92.2,11.5 bar,52.43,REP,human,TL-021,sup-09,INVALID623,WO-29509,0,Temperature High,0.964,Morning
3761, Ga-2 ,STN-06,2026-03-11 13:20,603-DEF,BOM-2,47.8,74.9C,,73.28,Repair,Automated,TL-010,sup-09,50JWX4W0FJBSV5FKW,WO-56460,0,Torque Out of Spec,1.012,Evening
3762,ga-1, STN-02 ,2026-03-11 13:20,422DEF,BOM-1,53.8Nm,82.6,130.7psi,53.74,OK,automated,TL-022,SUP-01,4SGFLSV64GFJKPHUR,WO-40494,1,,1.0207,Night
3763,ga-2,stn-03,11-03-2026 13:21,773-GHI,BOM-2,51.5 Nm,82.3,7.0 bar,44.32,REJ,AUTO,TL-018,sup-01,INVALID499,WO-42907,0,Leak Detected,1.0431,Night
3764,GA-1,STN-04,2026-03-11 13:21,697-ghi,BOM-2,53.0Nm,196.8F,,49.6,None,human,TL-004,sup-09,FHDKPFMHUWVLT4Z8U,WO-28361,1,Leak Detected,0.9944,Evening
3765, Ga-1 ,STN-02,11-03-2026 13:22,416def,BOM-1,49.7,78.7,9.1 bar,68.57,Reject,Automated,TL-006,sup-02,C1GRZ7YZ65YLNVC0H,WO-92679,0,,1.0032,Morning
3766,ga-1,STN-04,2026-03-11 13:22,687def,BOM-2,55.8Nm,190.9F,178.5psi,67.61,na,HUMAN,TL-010,SUP-02,H1R2TP96Y7HS183L3,WO-36747,0,Visual Defect,0.9569,Morning
3767, Ga-2 ,STN-05,2026-03-11 13:23,134DEF,BOM-1,54.6Nm,145.3F,142.4psi,52.37,REJ,automated,TL-020,SUP-01,INVALID742,WO-89457,0,Torque Out of Spec,1.0194,Evening
3768,GA-1,stn-06,2026-03-11 13:23,781-def,BOM-1,52.2 Nm,,8.5 bar,53.68,Repair,AUTO,TL-016,sup-02,WUGBT464KPBZNA4DD,WO-66235,0,Torque Out of Spec,1.0189,Night
3769,GA-2,STN-02,2026-03-11 13:24,515GHI,BOM-1,54.6Nm,134.9F,148.2psi,66.73,OK,Human,TL-010,sup-01,L9970U6E31FRCLCE8,WO-53005,0,,1.0081,Morning
3770,GA-2,STN-02,,110GHI,BOM-1,53.8 Nm,190.1F,8.1 bar,73.16,na,AUTO,TL-021,SUP-01,GTD00YE01J583V5B6,WO-21110,0,Visual Defect,1.0238,Morning
3771,GA-2, STN-05 ,2026/03/11 13:25,474-ABC,BOM-2,47.8Nm,86.7,10.8 bar,59.31,REJ,HUMAN,TL-008,SUP-09,EBV953PGD8,WO-67297,0,Visual Defect,0.9844,Evening
3772,ga-2,STN-02,11-03-2026 13:25,742abc,BOM-3,43.3 Nm,89.0,8.5 bar,65.54,REP,Human,TL-022,SUP-09,DNF8FK2GKXEY606C8,WO-86387,0,Visual Defect,0.9956,Night
3773,ga-2, STN-01 ,2026/03/11 13:26,574-def,BOM-1,52.1Nm,73.2C,8.8 bar,68.73,REP,AUTO,TL-018,sup-01,9X2C1RYYKK2KP3BEK,WO-42044,0,,0.9964,Morning
3774, Ga-2 , STN-04 ,2026-03-11 13:26,589ghi,BOM-1,52.7 Nm,74.4C,10.6 bar,81.53,Repair,Automated,TL-017,sup-09,INVALID276,WO-14557,1,Visual Defect,1.022,Night
3775,ga-1,STN-07,2026/03/11 13:27,961-def,BOM-3,55.5 Nm,78.8C,12.6 bar,48.44,Reject,Human,TL-003,sup-02,KF9ENGD7UCCZU9R,WO-78691,1,,1.0224,Night
3776,GA-2, STN-02 ,11-03-2026 13:27,271GHI,BOM-3,45.3,202.0F,192.8psi,53.31,REJ,automated,TL-004,SUP-01,MHS0GSPJAU2M2KJCV,WO-18641,0,Leak Detected,1.0064,Evening
3777,GA-2,stn-03,11-03-2026 13:28,852-ghi,BOM-1,45.5 Nm,206.5F,8.4 bar,54.94,REJ,AUTO,TL-024,SUP-01,INVALID700,WO-78599,0,Leak Detected,1.0053,Night
3778,GA-1,STN-06,11-03-2026 13:28,482GHI,BOM-1,52.3Nm,87.9 c,9.1 bar,68.28,REJ,AUTO,TL-019,sup-01,2WGEF9PPTL6YRERCK,WO-79395,0,Visual Defect,1.011,Morning
3779,GA-1, STN-03 ,2026-03-11 13:29,,BOM-3,49.6Nm,83.3 c,10.8 bar,57.48,Repair,AUTO,TL-007,sup-02,EPRAK6A1K0S3YFBL6,WO-42242,1,Temperature High,0.9933,Night
3780,ga-1,stn-04,2026/03/11 13:29,204-GHI,BOM-2,40.6Nm,93.4,11.8 bar,63.12,REJ,Automated,TL-021,SUP-02,FCW008WLF57X3LRL1,WO-64865,0,Torque Out of Spec,1.0272,Evening
3781,GA-2,STN-06,2026/03/11 13:30,,BOM-3,51.9Nm,77.4,97.9psi,61.22,REJ,human,TL-008,SUP-02,C7VV1TFZLLUJNU2UV,WO-47887,0,Leak Detected,0.991,Night
3782, Ga-1 ,stn-04,2026/03/11 13:30,,BOM-2,40.7 Nm,169.0F,10.1 bar,60.02,REJ,HUMAN,TL-009,SUP-01,GLPEM3JEP291R3XEF,WO-95536,1,Temperature High,1.0086,Evening
3783, Ga-1 ,STN-06,2026/03/11 13:31,995-DEF,BOM-3,45.3,78.7 c,9.3 bar,61.07,na,Human,TL-008,sup-09,WUMGRH737MELEUJT0,WO-37888,0,,0.9881,Evening
3784, Ga-1 ,STN-05,2026-03-11 13:31,632-ABC,BOM-1,56.8,70.2,7.1 bar,70.3,Repair,Automated,TL-012,SUP-09,NA4HUENJEWVJ69A4R,WO-59871,0,Leak Detected,1.0189,Morning
3785,GA-1, STN-03 ,2026-03-11 13:32,928-ABC,BOM-1,59.1 Nm,78.2 c,8.0 bar,50.29,,AUTO,TL-019,SUP-09,K87YXVW5471875WDL,WO-84688,0,Leak Detected,0.998,Evening
3786,GA-1, STN-05 ,2026-03-11 13:32,479-DEF,BOM-2,,68.8C,9.1 bar,58.52,REJ,HUMAN,TL-004,SUP-02,J0N31HUCTJ7GCHHCD,WO-85075,0,Torque Out of Spec,1.0413,Evening
3787, Ga-2 , STN-07 ,2026-03-11 13:33,779ghi,BOM-3,48.4 Nm,90.3 c,146.3psi,47.85,Reject,automated,TL-024,SUP-09,INVALID426,WO-56223,0,Leak Detected,0.9975,Evening
3788, Ga-1 ,stn-05,2026/03/11 13:33,131ABC,BOM-2,50.2,85.4,11.5 bar,62.27,REJ,human,TL-008,SUP-09,INVALID462,WO-42034,0,Torque Out of Spec,1.0187,Morning
3789,GA-2,stn-04,11-03-2026 13:34,664-GHI,BOM-2,58.9Nm,94.3C,152.7psi,58.04,,automated,TL-024,sup-02,UT3LF90NDX8CZZPPT,WO-44419,0,Temperature High,0.9874,Night
3790, Ga-2 ,stn-05,2026-03-11 13:34,953-ghi,BOM-2,47.5,63.7 c,165.6psi,70.69,REJ,human,TL-021,sup-02,NU5DUNWNVM9ET9R12,WO-54637,1,Torque Out of Spec,0.9939,Night
3791, Ga-2 , STN-04 ,2026-03-11 13:35,,BOM-1,47.6Nm,99.0,145.6psi,59.95,Reject,automated,TL-014,sup-01,H121TVVS6SXUVHFTW,WO-22802,0,Leak Detected,0.9992,Evening
3792,GA-1, STN-07 ,11-03-2026 13:35,561DEF,BOM-3,57.7,64.3C,8.9 bar,55.56,None,Human,TL-003,sup-09,INVALID180,WO-60262,1,,1.007,Evening
3793,GA-2, STN-01 ,11-03-2026 13:36,793ghi,BOM-3,48.1,68.0,141.0psi,57.53,REJ,human,TL-014,sup-09,6CTR9M2BHMD7LEDKT,WO-66774,0,,0.9851,Evening
3794, Ga-2 ,stn-03,11-03-2026 13:36,772ghi,BOM-3,53.6 Nm,73.8C,11.0 bar,77.23,None,Human,TL-019,sup-09,HZPJZZ3TFE4731U2H,WO-61414,0,Temperature High,0.9886,Morning
3795,GA-1,stn-01,11-03-2026 13:37,497ABC,BOM-2,42.6 Nm,199.5F,11.5 bar,44.3,Reject,AUTO,TL-024,SUP-02,7THJVESU82R72HX0L,WO-59090,1,Leak Detected,1.0018,Morning
3796, Ga-2 , STN-02 ,2026-03-11 13:37,111-def,BOM-1,49.1,82.3,9.8 bar,53.72,REJ,Human,TL-003,SUP-01,HJRGXURE4LLTEPU6V,WO-83830,0,Leak Detected,1.008,Evening
3797,ga-1,STN-03,2026-03-11 13:38,178DEF,BOM-2,41.7Nm,77.6,8.6 bar,60.36,Reject,human,TL-018,SUP-01,CJYX7KDS5LK5RFNE2,WO-76271,0,,0.9993,Evening
3798,ga-2,stn-07,11-03-2026 13:38,125ABC,BOM-3,44.7,72.1 c,10.5 bar,53.64,Repair,Human,TL-008,sup-01,S530MKHE67AG01AET,WO-19849,0,Leak Detected,0.9964,Evening
3799, Ga-2 ,stn-06,2026-03-11 13:39,,BOM-1,54.2Nm,66.2,10.7 bar,64.91,Repair,Automated,TL-018,SUP-01,INVALID432,WO-19498,0,Visual Defect,0.9735,Evening
3800,GA-2,stn-01,2026-03-11 13:39,312-abc,BOM-1,49.8Nm,196.4F,11.8 bar,59.44,Repair,AUTO,TL-014,SUP-02,W7JJ9HY7KVN6,WO-36044,0,Leak Detected,1.01,Morning
3801, Ga-1 ,STN-01,11-03-2026 13:40,315-GHI,BOM-3,48.4Nm,88.0C,9.0 bar,62.56,None,HUMAN,TL-021,sup-01,5H3N7RUH8U70FY9C7,WO-63363,1,,1.0169,Night
3802, Ga-1 ,STN-05,2026/03/11 13:40,967DEF,BOM-1,46.3 Nm,93.5C,9.0 bar,61.18,OK,Human,TL-001,sup-02,8AM6DA1RX63X4N9FB,WO-42247,0,Leak Detected,1.0192,Morning
3803,GA-2,STN-06,11-03-2026 13:41,333-abc,BOM-2,48.9 Nm,84.0,11.1 bar,58.97,REP,Automated,TL-013,SUP-01,58P2RD70C1K5RKCNR,WO-55787,0,Torque Out of Spec,1.003,Night
3804, Ga-1 , STN-06 ,2026/03/11 13:41,241GHI,BOM-1,51.5Nm,128.4F,,47.09,Repair,Automated,TL-017,SUP-09,511BHHH339U8V7X0J,WO-94832,0,,0.9879,Morning
3805, Ga-2 ,stn-02,2026/03/11 13:42,861-ghi,BOM-1,,153.6F,135.2psi,61.76,OK,human,TL-010,sup-01,P3KNTZV8REA10LM2G,WO-69616,1,Temperature High,0.9936,Morning
3806, Ga-1 ,STN-05,11-03-2026 13:42,670-ABC,BOM-2,36.9 Nm,84.6,11.9 bar,42.37,REJ,Automated,TL-008,SUP-02,NZHEK30NSHY3RANY2,WO-32569,0,,1.0031,Evening
3807, Ga-2 , STN-05 ,2026/03/11 13:43,366-abc,BOM-1,45.8 Nm,76.3,115.2psi,53.28,REJ,human,TL-008,sup-01,1N3T5UNZKKE6LURUV,WO-48732,0,,0.9996,Morning
3808,GA-2, STN-01 ,2026/03/11 13:43,835-def,BOM-3,50.8Nm,165.9F,13.1 bar,64.89,Reject,automated,TL-018,SUP-02,9FZTP6FRF4RN0AHA2,WO-10057,0,,0.9831,Morning
3809,GA-2,STN-07,2026-03-11 13:44,924-ABC,BOM-3,49.5Nm,156.1F,9.1 bar,71.9,na,human,TL-005,SUP-01,5BV8J1WAJB7GBGGP3,WO-92065,0,Torque Out of Spec,0.9664,Evening
3810, Ga-1 , STN-07 ,11-03-2026 13:44,393def,BOM-2,52.0Nm,89.5,11.3 bar,83.49,,Automated,TL-024,sup-09,TGXTWANPKZYRWV6H4,WO-90886,0,Visual Defect,0.9889,Morning
3811,GA-1, STN-02 ,,847-DEF,BOM-1,51.3Nm,84.6 c,142.6psi,55.72,None,Automated,TL-006,SUP-09,V44DR9KPSXB,WO-24884,0,Torque Out of Spec,0.9945,Morning
3812, Ga-2 ,STN-06,2026/03/11 13:45,209-ABC,BOM-3,48.5Nm,85.0,10.4 bar,51.35,OK,Automated,TL-010,SUP-02,1X6Y3XW7HE17YK38W,WO-12202,0,Visual Defect,1.0062,Night
3813,ga-2, STN-06 ,11-03-2026 13:70,116-GHI,BOM-2,47.4Nm,164.6F,9.6 bar,65.22,na,automated,TL-024,sup-02,RU8WJRYUNT8DKD5Z8,WO-46513,0,,0.9918,Morning
3814,ga-1,STN-01,2026/03/11 13:46,,BOM-3,48.8Nm,81.8,11.3 bar,78.7,Repair,Automated,TL-001,SUP-01,109JM4K5765HM0P0F,WO-25408,0,Temperature High,0.995,Morning
3815, Ga-2 , STN-07 ,2026-03-11 13:47,808-abc,BOM-1,55.7,66.6,9.5 bar,75.33,None,Automated,TL-009,sup-01,INVALID600,WO-39632,0,Torque Out of Spec,1.0022,Evening
3816, Ga-1 ,stn-04,2026-03-11 13:47,146-def,BOM-1,46.3Nm,78.7,132.5psi,49.65,,human,TL-021,sup-02,K9UXMACSRF7BPL21N,WO-28531,0,Torque Out of Spec,1.0313,Morning
3817,GA-1, STN-06 ,2026/03/11 13:48,770DEF,BOM-3,49.7,54.7,184.4psi,58.59,Repair,Human,TL-008,SUP-02,529Z03AUW3DB21ESR,WO-27849,0,Temperature High,0.9967,Night
3818,GA-1, STN-05 ,2026-03-11 13:48,681def,BOM-1,50.9,64.3 c,145.6psi,68.5,REP,HUMAN,TL-007,sup-01,9T1ZTB0D8DGKTLPM3,WO-66028,0,Visual Defect,0.969,Evening
3819, Ga-1 , STN-06 ,2026-03-11 13:49,929DEF,BOM-2,57.8 Nm,170.2F,9.0 bar,69.2,,HUMAN,TL-001,SUP-09,INVALID590,WO-22854,0,Leak Detected,0.9863,Morning
3820, Ga-1 ,stn-04,11-03-2026 13:49,279-DEF,BOM-2,48.5 Nm,218.8F,112.6psi,65.92,None,AUTO,TL-004,sup-02,INVALID950,WO-44312,0,,1.0362,Night
3821,ga-1, STN-01 ,2026/03/11 13:50,574-DEF,BOM-1,54.8Nm,,185.6psi,55.51,Reject,automated,TL-005,SUP-02,RJXZF4X3V672XH8Y0,WO-51592,0,Visual Defect,1.0287,Morning
3822,GA-1,stn-07,2026/03/11 13:50,975ABC,BOM-1,56.2,67.6,9.2 bar,65.83,Repair,automated,TL-022,SUP-01,INVALID944,WO-13245,0,,1.0188,Evening
3823, Ga-2 ,STN-05,11-03-2026 13:51,914def,BOM-1,49.7 Nm,82.2 c,13.1 bar,69.29,OK,Automated,TL-014,SUP-09,FNMBKY3ZA,WO-22725,0,Temperature High,1.014,Evening
3824,GA-2,stn-03,2026-03-11 13:51,129-GHI,BOM-1,48.9,97.7 c,10.6 bar,50.68,na,Human,TL-006,SUP-02,AYRMKLBBCGT28UMJL,WO-32185,0,Leak Detected,1.0143,Morning
3825, Ga-2 ,STN-06,11-03-2026 13:52,272-ABC,BOM-3,48.4,82.0C,148.1psi,73.3,OK,Automated,TL-020,sup-01,8800X6NG2GF7GG33E,WO-16316,0,Temperature High,0.9952,Morning
3826,ga-1,stn-04,2026/03/11 13:52,932-abc,BOM-1,48.7Nm,87.0 c,10.3 bar,69.92,REJ,HUMAN,TL-015,sup-09,CMMB9XD8S5MNY4393,WO-98320,0,Temperature High,1.0173,Evening
3827,GA-2,stn-06,11-03-2026 13:53,933GHI,BOM-3,54.3 Nm,76.6C,13.3 bar,52.58,Reject,Human,TL-008,sup-01,114N5MC1CR80XLN9U,WO-29228,0,Leak Detected,1.0181,Morning
3828, Ga-2 , STN-03 ,2026/03/11 13:53,689-ABC,BOM-2,51.2,74.9C,97.3psi,69.25,na,AUTO,TL-007,SUP-02,HRC5P3Z4WK6SALCAC,WO-14873,0,Visual Defect,1.0169,Night
3829,GA-2, STN-04 ,11-03-2026 13:54,624-def,BOM-1,51.2,177.5F,10.3 bar,68.13,,human,TL-006,SUP-09,U2NZN1ZL35YSXH7CE,WO-58928,0,Torque Out of Spec,0.988,Night
3830, Ga-1 , STN-05 ,11-03-2026 13:54,102DEF,BOM-2,44.4Nm,73.4,139.2psi,68.51,OK,human,TL-018,SUP-02,F3AT18J7WXNDBHHT0,WO-78087,1,Visual Defect,0.9935,Morning
3831, Ga-1 , STN-02 ,2026/03/11 13:55,746abc,BOM-3,45.2Nm,189.0F,9.7 bar,75.76,REJ,automated,TL-018,sup-09,1GUU8H3RPCVPSGZLM,WO-81756,1,,0.9872,Evening
3832,GA-2,STN-06,2026-03-11 13:55,841DEF,BOM-2,60.7,63.9,148.2psi,59.9,Repair,Automated,TL-016,sup-02,VELA5UVZUKYM5VPF6,WO-67799,0,Visual Defect,1.0199,Morning
3833,GA-2,STN-01,2026/03/11 13:56,175-GHI,BOM-1,49.1Nm,192.0F,9.6 bar,63.32,REP,human,TL-011,sup-02,INVALID259,WO-53910,0,Torque Out of Spec,1.0061,Morning
3834, Ga-1 ,stn-04,2026/03/11 13:56,651-def,BOM-3,46.1,80.4C,10.3 bar,33.61,REJ,Automated,TL-013,sup-09,7Z2G138ZLG2YC1H5J,WO-52093,0,Leak Detected,1.0078,Night
3835, Ga-1 , STN-03 ,11-03-2026 13:57,949-ghi,BOM-3,57.2 Nm,77.9C,144.5psi,71.16,Repair,Automated,TL-022,SUP-09,,WO-63549,1,Torque Out of Spec,1.0115,Morning
3836,ga-2,STN-07,11-03-2026 13:57,636-DEF,BOM-3,51.4 Nm,63.6 c,,70.2,Repair,automated,TL-014,sup-01,INVALID352,WO-27872,0,Visual Defect,0.9718,Evening
3837,ga-2,STN-01,11-03-2026 13:58,208-def,BOM-1,52.9 Nm,70.2 c,10.6 bar,73.56,REP,automated,TL-015,SUP-09,628211KPT1MSFAXDM,WO-97312,0,Temperature High,1.0176,Morning
3838,ga-1, STN-01 ,2026-03-11 13:58,534-DEF,BOM-3,49.3 Nm,92.0 c,160.6psi,50.63,None,HUMAN,TL-006,SUP-01,15MSTUS48HGR5TY7G,WO-83557,1,Leak Detected,0.9892,Morning
3839,ga-2,stn-05,2026/03/11 13:59,252ghi,BOM-2,48.4 Nm,77.9,133.2psi,69.62,Repair,human,TL-011,SUP-02,INVALID906,WO-50747,0,Torque Out of Spec,0.991,Night
3840, Ga-2 ,stn-02,2026-03-11 13:59,878-ABC,BOM-2,49.2Nm,181.0F,185.6psi,70.19,Reject,HUMAN,TL-001,sup-02,DCPELZ8ESU44ESZWR,WO-86023,0,Temperature High,0.9833,Night
3841,ga-1,STN-06,2026-03-11 14:00,853GHI,BOM-2,43.1,71.2,12.0 bar,53.49,REP,Automated,TL-012,sup-02,PL023FSBXFNRY51XP,WO-57870,0,Leak Detected,1.0016,Night
3842, Ga-2 ,STN-02,2026/03/11 14:00,278-abc,BOM-2,49.6Nm,79.7,163.4psi,70.56,REP,human,TL-020,sup-09,KFAPRCE5957MXDKC6,WO-92957,0,Temperature High,0.9987,Morning
3843,ga-1,STN-05,11-03-2026 14:01,718-def,BOM-1,51.5Nm,66.3,11.2 bar,64.63,na,HUMAN,TL-017,SUP-02,YAYYESFHV1HN9DLMV,WO-27458,0,,0.9722,Morning
3844,GA-2,stn-03,2026-03-11 14:01,861ghi,BOM-1,59.3 Nm,81.0,145.7psi,43.02,REJ,HUMAN,TL-022,sup-01,64DLC75DEMG5TV53G,WO-35432,0,Visual Defect,0.9642,Evening
3845,GA-1, STN-04 ,2026/03/11 14:02,666-ghi,BOM-2,50.4Nm,83.7,11.7 bar,65.84,,AUTO,TL-009,sup-01,5B750EEBGTBU1UT65,WO-88027,0,Torque Out of Spec,0.9959,Night
3846,ga-2,stn-03,11-03-2026 14:02,793GHI,BOM-3,38.3,83.2,179.2psi,52.33,None,HUMAN,TL-019,SUP-09,YE4XRM8KF8SSZGMD9,WO-80260,0,,1.0163,Night
3847,ga-1,stn-01,2026-03-11 14:03,,BOM-1,49.5Nm,71.0 c,11.2 bar,43.24,None,AUTO,TL-018,SUP-01,YVPRL4ZTDC1R9E97Y,WO-76931,0,Leak Detected,1.0143,Evening
3848,ga-2,STN-02,2026/03/11 14:03,328abc,BOM-2,63.7Nm,76.6C,132.6psi,63.67,REJ,Human,TL-017,SUP-02,H5FN241WN9LB60CUM,WO-85391,0,Temperature High,1.02,Morning
3849,ga-1,stn-03,11-03-2026 14:04,653-ghi,BOM-1,54.3Nm,85.4,144.1psi,59.35,OK,AUTO,TL-020,sup-09,FZAK5AYYJ4CEWABV1,WO-96505,0,Temperature High,0.996,Night
3850,GA-2, STN-04 ,2026-03-11 14:04,971-abc,BOM-1,45.9Nm,77.9 c,10.9 bar,74.04,REJ,Human,TL-012,sup-09,6SSTBYK4XGVKSK0P8,WO-56092,0,Torque Out of Spec,0.9929,Evening
3851,GA-2,stn-01,2026-03-11 14:05,,BOM-3,53.0,77.1C,11.3 bar,61.82,,Human,TL-009,sup-01,C9V9PGTJLZY7SUUL6,WO-67791,0,,0.9978,Night
3852,GA-2,stn-01,2026/03/11 14:05,268-DEF,BOM-3,46.3,99.0C,9.9 bar,67.79,Repair,Automated,TL-015,sup-09,RZ50YYST03XWC5BWZ,WO-89132,0,Leak Detected,1.0161,Evening
3853,GA-2,stn-05,2026/03/11 14:06,690-DEF,BOM-2,43.2,158.9F,9.1 bar,65.09,REJ,automated,TL-010,sup-01,GPH2HPCEJYJEZCS2P,WO-57568,0,Torque Out of Spec,1.0323,Night
3854,GA-1, STN-01 ,2026-03-11 14:06,929-ABC,BOM-2,,90.8C,12.4 bar,70.21,Repair,human,TL-017,sup-02,H94374PM0MT,WO-76109,0,Leak Detected,0.9908,Night
3855, Ga-1 , STN-05 ,2026-03-11 14:07,616-abc,BOM-2,50.5Nm,68.5C,121.7psi,51.14,None,Human,TL-021,sup-01,NX81C0NXRJYET1HE1,WO-47500,0,Visual Defect,0.9947,Evening
3856,GA-2,stn-05,2026-03-11 14:07,849abc,BOM-3,40.6,187.8F,8.6 bar,61.99,REP,Automated,TL-001,SUP-01,F14B0L6H1LFLNH205,WO-43701,0,Torque Out of Spec,1.0006,Evening
3857,GA-1, STN-04 ,2026/03/11 14:08,373ABC,BOM-3,44.3 Nm,87.1,116.1psi,58.59,Repair,Automated,TL-015,SUP-02,8H4ZBBXLVWK95XKLH,WO-29300,0,Temperature High,0.9947,Night
